path,valence,arousal,dominance
audio\audio_train\30103_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30104_happiness.wav,0.81,0.51,0.46
audio\audio_train\30105_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30106_happiness.wav,0.81,0.51,0.46
audio\audio_train\30107_anger.wav,-0.51,0.59,0.25
audio\audio_train\30108_happiness.wav,0.81,0.51,0.46
audio\audio_train\30109_anger.wav,-0.51,0.59,0.25
audio\audio_train\30110_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30111_neutral.wav,0.0,0.0,0.0
audio\audio_train\30112_happiness.wav,0.81,0.51,0.46
audio\audio_train\30113_happiness.wav,0.81,0.51,0.46
audio\audio_train\30114_happiness.wav,0.81,0.51,0.46
audio\audio_train\30115_happiness.wav,0.81,0.51,0.46
audio\audio_train\30117_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30118_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30119_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\30120_happiness.wav,0.81,0.51,0.46
audio\audio_train\30121_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30122_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30123_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30124_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30125_neutral.wav,0.0,0.0,0.0
audio\audio_train\30126_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30127_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30128_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30129_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30130_happiness.wav,0.81,0.51,0.46
audio\audio_train\30131_neutral.wav,0.0,0.0,0.0
audio\audio_train\30133_anger.wav,-0.51,0.59,0.25
audio\audio_train\30134_neutral.wav,0.0,0.0,0.0
audio\audio_train\30135_neutral.wav,0.0,0.0,0.0
audio\audio_train\30136_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30137_happiness.wav,0.81,0.51,0.46
audio\audio_train\30138_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30139_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30140_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30141_happiness.wav,0.81,0.51,0.46
audio\audio_train\30142_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30143_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30144_happiness.wav,0.81,0.51,0.46
audio\audio_train\30145_happiness.wav,0.81,0.51,0.46
audio\audio_train\30146_neutral.wav,0.0,0.0,0.0
audio\audio_train\30147_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30149_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30150_neutral.wav,0.0,0.0,0.0
audio\audio_train\30151_anger.wav,-0.51,0.59,0.25
audio\audio_train\30152_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30153_neutral.wav,0.0,0.0,0.0
audio\audio_train\30154_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30155_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30156_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30157_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30158_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30159_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30160_happiness.wav,0.81,0.51,0.46
audio\audio_train\30161_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30162_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30164_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30165_anger.wav,-0.51,0.59,0.25
audio\audio_train\30166_anger.wav,-0.51,0.59,0.25
audio\audio_train\30167_neutral.wav,0.0,0.0,0.0
audio\audio_train\30168_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30170_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30171_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30172_neutral.wav,0.0,0.0,0.0
audio\audio_train\30173_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30174_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30175_happiness.wav,0.81,0.51,0.46
audio\audio_train\30176_happiness.wav,0.81,0.51,0.46
audio\audio_train\30177_happiness.wav,0.81,0.51,0.46
audio\audio_train\30178_neutral.wav,0.0,0.0,0.0
audio\audio_train\30179_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30180_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30183_neutral.wav,0.0,0.0,0.0
audio\audio_train\30184_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30185_neutral.wav,0.0,0.0,0.0
audio\audio_train\30186_neutral.wav,0.0,0.0,0.0
audio\audio_train\30187_happiness.wav,0.81,0.51,0.46
audio\audio_train\30188_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30189_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30190_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30191_happiness.wav,0.81,0.51,0.46
audio\audio_train\30192_anger.wav,-0.51,0.59,0.25
audio\audio_train\30193_anger.wav,-0.51,0.59,0.25
audio\audio_train\30194_neutral.wav,0.0,0.0,0.0
audio\audio_train\30195_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30196_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30197_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30198_neutral.wav,0.0,0.0,0.0
audio\audio_train\30199_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30200_neutral.wav,0.0,0.0,0.0
audio\audio_train\30201_neutral.wav,0.0,0.0,0.0
audio\audio_train\30202_happiness.wav,0.81,0.51,0.46
audio\audio_train\30203_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30204_neutral.wav,0.0,0.0,0.0
audio\audio_train\30205_neutral.wav,0.0,0.0,0.0
audio\audio_train\30206_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30207_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30208_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30209_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30210_neutral.wav,0.0,0.0,0.0
audio\audio_train\30211_neutral.wav,0.0,0.0,0.0
audio\audio_train\30213_happiness.wav,0.81,0.51,0.46
audio\audio_train\30214_anger.wav,-0.51,0.59,0.25
audio\audio_train\30215_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30216_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30217_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30218_happiness.wav,0.81,0.51,0.46
audio\audio_train\30219_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30220_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30221_happiness.wav,0.81,0.51,0.46
audio\audio_train\30222_happiness.wav,0.81,0.51,0.46
audio\audio_train\30223_happiness.wav,0.81,0.51,0.46
audio\audio_train\30224_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30225_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30227_anger.wav,-0.51,0.59,0.25
audio\audio_train\30228_happiness.wav,0.81,0.51,0.46
audio\audio_train\30229_anger.wav,-0.51,0.59,0.25
audio\audio_train\30230_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30231_anger.wav,-0.51,0.59,0.25
audio\audio_train\30232_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30233_anger.wav,-0.51,0.59,0.25
audio\audio_train\30235_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30236_happiness.wav,0.81,0.51,0.46
audio\audio_train\30237_anger.wav,-0.51,0.59,0.25
audio\audio_train\30239_neutral.wav,0.0,0.0,0.0
audio\audio_train\30240_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30241_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30242_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30243_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30244_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30245_neutral.wav,0.0,0.0,0.0
audio\audio_train\30246_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30248_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30249_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30250_neutral.wav,0.0,0.0,0.0
audio\audio_train\30251_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30252_happiness.wav,0.81,0.51,0.46
audio\audio_train\30253_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30254_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30255_happiness.wav,0.81,0.51,0.46
audio\audio_train\30256_neutral.wav,0.0,0.0,0.0
audio\audio_train\30257_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30258_neutral.wav,0.0,0.0,0.0
audio\audio_train\30259_happiness.wav,0.81,0.51,0.46
audio\audio_train\30260_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30261_happiness.wav,0.81,0.51,0.46
audio\audio_train\30262_neutral.wav,0.0,0.0,0.0
audio\audio_train\30263_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30264_anger.wav,-0.51,0.59,0.25
audio\audio_train\30265_anger.wav,-0.51,0.59,0.25
audio\audio_train\30266_anger.wav,-0.51,0.59,0.25
audio\audio_train\30267_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30268_neutral.wav,0.0,0.0,0.0
audio\audio_train\30269_anger.wav,-0.51,0.59,0.25
audio\audio_train\30270_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30271_happiness.wav,0.81,0.51,0.46
audio\audio_train\30272_happiness.wav,0.81,0.51,0.46
audio\audio_train\30273_neutral.wav,0.0,0.0,0.0
audio\audio_train\30274_neutral.wav,0.0,0.0,0.0
audio\audio_train\30275_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30276_happiness.wav,0.81,0.51,0.46
audio\audio_train\30277_anger.wav,-0.51,0.59,0.25
audio\audio_train\30278_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30279_neutral.wav,0.0,0.0,0.0
audio\audio_train\30280_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30281_neutral.wav,0.0,0.0,0.0
audio\audio_train\30283_anger.wav,-0.51,0.59,0.25
audio\audio_train\30284_happiness.wav,0.81,0.51,0.46
audio\audio_train\30285_happiness.wav,0.81,0.51,0.46
audio\audio_train\30286_happiness.wav,0.81,0.51,0.46
audio\audio_train\30287_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30289_happiness.wav,0.81,0.51,0.46
audio\audio_train\30290_anger.wav,-0.51,0.59,0.25
audio\audio_train\30291_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30292_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30293_neutral.wav,0.0,0.0,0.0
audio\audio_train\30294_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30295_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30296_neutral.wav,0.0,0.0,0.0
audio\audio_train\30297_anger.wav,-0.51,0.59,0.25
audio\audio_train\30298_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30299_neutral.wav,0.0,0.0,0.0
audio\audio_train\30300_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30301_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30302_anger.wav,-0.51,0.59,0.25
audio\audio_train\30303_anger.wav,-0.51,0.59,0.25
audio\audio_train\30304_neutral.wav,0.0,0.0,0.0
audio\audio_train\30305_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30307_neutral.wav,0.0,0.0,0.0
audio\audio_train\30308_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30309_anger.wav,-0.51,0.59,0.25
audio\audio_train\30310_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30311_neutral.wav,0.0,0.0,0.0
audio\audio_train\30313_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30314_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30316_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30317_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30318_neutral.wav,0.0,0.0,0.0
audio\audio_train\30319_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30320_anger.wav,-0.51,0.59,0.25
audio\audio_train\30321_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30322_anger.wav,-0.51,0.59,0.25
audio\audio_train\30323_anger.wav,-0.51,0.59,0.25
audio\audio_train\30324_happiness.wav,0.81,0.51,0.46
audio\audio_train\30325_anger.wav,-0.51,0.59,0.25
audio\audio_train\30326_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30327_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30328_neutral.wav,0.0,0.0,0.0
audio\audio_train\30329_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30330_neutral.wav,0.0,0.0,0.0
audio\audio_train\30331_happiness.wav,0.81,0.51,0.46
audio\audio_train\30332_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30333_anger.wav,-0.51,0.59,0.25
audio\audio_train\30334_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30335_anger.wav,-0.51,0.59,0.25
audio\audio_train\30336_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30337_happiness.wav,0.81,0.51,0.46
audio\audio_train\30338_neutral.wav,0.0,0.0,0.0
audio\audio_train\30339_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30340_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30341_neutral.wav,0.0,0.0,0.0
audio\audio_train\30342_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30343_happiness.wav,0.81,0.51,0.46
audio\audio_train\30344_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30345_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30346_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30347_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30349_neutral.wav,0.0,0.0,0.0
audio\audio_train\30351_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30352_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30353_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30354_anger.wav,-0.51,0.59,0.25
audio\audio_train\30355_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30356_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30357_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30358_happiness.wav,0.81,0.51,0.46
audio\audio_train\30359_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30360_anger.wav,-0.51,0.59,0.25
audio\audio_train\30361_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30362_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30364_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30365_neutral.wav,0.0,0.0,0.0
audio\audio_train\30366_happiness.wav,0.81,0.51,0.46
audio\audio_train\30367_anger.wav,-0.51,0.59,0.25
audio\audio_train\30368_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30369_happiness.wav,0.81,0.51,0.46
audio\audio_train\30370_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30371_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30372_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30373_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30374_happiness.wav,0.81,0.51,0.46
audio\audio_train\30376_neutral.wav,0.0,0.0,0.0
audio\audio_train\30377_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30378_happiness.wav,0.81,0.51,0.46
audio\audio_train\30379_neutral.wav,0.0,0.0,0.0
audio\audio_train\30380_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30381_anger.wav,-0.51,0.59,0.25
audio\audio_train\30382_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30383_happiness.wav,0.81,0.51,0.46
audio\audio_train\30384_neutral.wav,0.0,0.0,0.0
audio\audio_train\30385_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30386_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30387_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30388_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30389_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30392_anger.wav,-0.51,0.59,0.25
audio\audio_train\30393_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30395_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30396_happiness.wav,0.81,0.51,0.46
audio\audio_train\30397_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30398_anger.wav,-0.51,0.59,0.25
audio\audio_train\30399_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30400_neutral.wav,0.0,0.0,0.0
audio\audio_train\30401_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30402_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30403_anger.wav,-0.51,0.59,0.25
audio\audio_train\30404_anger.wav,-0.51,0.59,0.25
audio\audio_train\30405_happiness.wav,0.81,0.51,0.46
audio\audio_train\30406_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30407_neutral.wav,0.0,0.0,0.0
audio\audio_train\30408_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30409_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30410_happiness.wav,0.81,0.51,0.46
audio\audio_train\30411_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30412_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30413_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30414_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30415_happiness.wav,0.81,0.51,0.46
audio\audio_train\30416_anger.wav,-0.51,0.59,0.25
audio\audio_train\30417_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30418_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30419_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30420_happiness.wav,0.81,0.51,0.46
audio\audio_train\30421_neutral.wav,0.0,0.0,0.0
audio\audio_train\30422_anger.wav,-0.51,0.59,0.25
audio\audio_train\30423_happiness.wav,0.81,0.51,0.46
audio\audio_train\30424_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30425_happiness.wav,0.81,0.51,0.46
audio\audio_train\30426_anger.wav,-0.51,0.59,0.25
audio\audio_train\30427_neutral.wav,0.0,0.0,0.0
audio\audio_train\30428_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30429_neutral.wav,0.0,0.0,0.0
audio\audio_train\30430_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30432_anger.wav,-0.51,0.59,0.25
audio\audio_train\30433_happiness.wav,0.81,0.51,0.46
audio\audio_train\30434_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30435_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30436_happiness.wav,0.81,0.51,0.46
audio\audio_train\30437_anger.wav,-0.51,0.59,0.25
audio\audio_train\30438_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30439_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30440_happiness.wav,0.81,0.51,0.46
audio\audio_train\30442_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30443_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30444_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30445_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30446_happiness.wav,0.81,0.51,0.46
audio\audio_train\30447_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30448_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30449_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30450_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30451_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30452_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30453_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30454_happiness.wav,0.81,0.51,0.46
audio\audio_train\30455_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30456_neutral.wav,0.0,0.0,0.0
audio\audio_train\30457_anger.wav,-0.51,0.59,0.25
audio\audio_train\30458_anger.wav,-0.51,0.59,0.25
audio\audio_train\30459_neutral.wav,0.0,0.0,0.0
audio\audio_train\30460_neutral.wav,0.0,0.0,0.0
audio\audio_train\30461_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30462_anger.wav,-0.51,0.59,0.25
audio\audio_train\30463_happiness.wav,0.81,0.51,0.46
audio\audio_train\30464_happiness.wav,0.81,0.51,0.46
audio\audio_train\30465_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30466_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30467_anger.wav,-0.51,0.59,0.25
audio\audio_train\30468_happiness.wav,0.81,0.51,0.46
audio\audio_train\30469_neutral.wav,0.0,0.0,0.0
audio\audio_train\30470_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30471_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30472_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30473_neutral.wav,0.0,0.0,0.0
audio\audio_train\30474_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30475_happiness.wav,0.81,0.51,0.46
audio\audio_train\30476_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30477_neutral.wav,0.0,0.0,0.0
audio\audio_train\30478_neutral.wav,0.0,0.0,0.0
audio\audio_train\30479_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30480_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30481_anger.wav,-0.51,0.59,0.25
audio\audio_train\30482_neutral.wav,0.0,0.0,0.0
audio\audio_train\30483_neutral.wav,0.0,0.0,0.0
audio\audio_train\30484_neutral.wav,0.0,0.0,0.0
audio\audio_train\30485_anger.wav,-0.51,0.59,0.25
audio\audio_train\30486_happiness.wav,0.81,0.51,0.46
audio\audio_train\30487_anger.wav,-0.51,0.59,0.25
audio\audio_train\30488_neutral.wav,0.0,0.0,0.0
audio\audio_train\30489_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30490_happiness.wav,0.81,0.51,0.46
audio\audio_train\30491_neutral.wav,0.0,0.0,0.0
audio\audio_train\30492_happiness.wav,0.81,0.51,0.46
audio\audio_train\30493_neutral.wav,0.0,0.0,0.0
audio\audio_train\30494_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30495_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30496_neutral.wav,0.0,0.0,0.0
audio\audio_train\30497_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30498_neutral.wav,0.0,0.0,0.0
audio\audio_train\30499_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30500_neutral.wav,0.0,0.0,0.0
audio\audio_train\30501_anger.wav,-0.51,0.59,0.25
audio\audio_train\30502_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30504_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30505_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30506_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30507_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30508_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30509_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30511_neutral.wav,0.0,0.0,0.0
audio\audio_train\30512_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30513_happiness.wav,0.81,0.51,0.46
audio\audio_train\30514_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30515_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30516_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30517_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30518_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30519_happiness.wav,0.81,0.51,0.46
audio\audio_train\30520_happiness.wav,0.81,0.51,0.46
audio\audio_train\30521_anger.wav,-0.51,0.59,0.25
audio\audio_train\30522_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30524_anger.wav,-0.51,0.59,0.25
audio\audio_train\30525_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30526_happiness.wav,0.81,0.51,0.46
audio\audio_train\30527_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30528_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30529_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30530_neutral.wav,0.0,0.0,0.0
audio\audio_train\30531_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30532_anger.wav,-0.51,0.59,0.25
audio\audio_train\30534_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30535_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30536_neutral.wav,0.0,0.0,0.0
audio\audio_train\30537_anger.wav,-0.51,0.59,0.25
audio\audio_train\30538_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30539_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30540_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30541_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30542_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30544_anger.wav,-0.51,0.59,0.25
audio\audio_train\30545_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30546_anger.wav,-0.51,0.59,0.25
audio\audio_train\30549_neutral.wav,0.0,0.0,0.0
audio\audio_train\30550_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\30551_happiness.wav,0.81,0.51,0.46
audio\audio_train\30552_neutral.wav,0.0,0.0,0.0
audio\audio_train\30553_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30554_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30555_happiness.wav,0.81,0.51,0.46
audio\audio_train\30556_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30557_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30558_anger.wav,-0.51,0.59,0.25
audio\audio_train\30559_happiness.wav,0.81,0.51,0.46
audio\audio_train\30560_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30561_neutral.wav,0.0,0.0,0.0
audio\audio_train\30562_anger.wav,-0.51,0.59,0.25
audio\audio_train\30563_anger.wav,-0.51,0.59,0.25
audio\audio_train\30564_anger.wav,-0.51,0.59,0.25
audio\audio_train\30565_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30566_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30567_anger.wav,-0.51,0.59,0.25
audio\audio_train\30568_neutral.wav,0.0,0.0,0.0
audio\audio_train\30569_happiness.wav,0.81,0.51,0.46
audio\audio_train\30570_happiness.wav,0.81,0.51,0.46
audio\audio_train\30572_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30573_happiness.wav,0.81,0.51,0.46
audio\audio_train\30575_anger.wav,-0.51,0.59,0.25
audio\audio_train\30576_neutral.wav,0.0,0.0,0.0
audio\audio_train\30577_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30578_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30581_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30583_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30584_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30585_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30586_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30587_neutral.wav,0.0,0.0,0.0
audio\audio_train\30588_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30590_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30591_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30592_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30593_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30594_sadness.wav,-0.63,-0.27,-0.33
